465
none
0.000000, 0.000000, 0.000000
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
0.407701, 0.011325, 0.067950
8.922310, 0.003398, 0.020385
13.800000, 0.000000, 0.400000
9.218182, 0.000000, 0.600000
17.381818, 0.000000, 1.000000
15.345455, 0.363636, 1.727273
23.454545, 0.636364, 3.606061
16.400000, 0.400000, 2.666667
20.200000, 1.600000, 0.400000
28.733333, 0.000000, 1.600000
21.666667, 1.000000, 2.400000
19.636364, 0.000000, 0.963636
122.000000, 3.454545, 10.545455
435.163636, 5.345455, 34.490909
354.200000, 10.200000, 33.200000
372.200000, 10.000000, 20.000000
339.400000, 7.200000, 12.800000
333.800000, 4.400000, 16.200000
294.418182, 6.127273, 15.036364
337.781818, 3.472727, 14.563636
370.000000, 5.600000, 18.200000
356.000000, 4.200000, 18.800000
369.200000, 3.400000, 20.400000
328.200000, 3.400000, 15.600000
309.800000, 3.200000, 9.600000
299.600000, 1.200000, 4.400000
235.400000, 3.200000, 5.200000
231.600000, 2.600000, 1.800000
183.000000, 2.200000, 8.200000
267.800000, 2.200000, 8.200000
199.400000, 2.800000, 6.000000
199.200000, 3.600000, 7.000000
212.200000, 1.200000, 9.800000
214.266667, 2.800000, 4.333333
225.233333, 4.100000, 3.066667
173.800000, 1.000000, 5.100000
163.100000, 0.500000, 1.500000
160.600000, 1.000000, 4.400000
159.600000, 2.600000, 5.000000
138.600000, 0.400000, 3.200000
136.000000, 1.000000, 7.800000
117.200000, 3.000000, 7.000000
124.200000, 2.600000, 5.600000
92.800000, 0.800000, 3.600000
88.000000, 3.200000, 0.800000
93.266667, 0.000000, 4.866667
91.666667, 0.333333, 5.000000
77.666667, 1.666667, 4.133333
69.666667, 0.000000, 2.200000
66.424242, -0.363636, 0.000000
73.709091, -0.636364, 0.000000
60.381818, 0.363636, 1.000000
53.484848, 1.080808, 0.000000
46.333333, -0.044444, 1.200000
67.600000, 0.600000, 3.800000
49.800000, 0.000000, 0.400000
61.800000, 0.000000, 1.600000
55.200000, -1.000000, 2.800000
59.600000, 1.000000, 3.600000
48.200000, 1.000000, 1.000000
72.000000, 0.400000, 0.600000
59.000000, 0.600000, 0.400000
58.400000, 1.000000, 2.000000
60.000000, 0.000000, 1.400000
76.400000, 2.000000, 1.200000
61.600000, 0.400000, 6.800000
73.800000, 1.600000, 3.600000
65.400000, 2.000000, 1.000000
52.800000, 0.000000, 5.400000
70.000000, 0.000000, 3.000000
71.400000, 0.000000, 3.200000
65.200000, 0.000000, 5.400000
55.000000, 0.000000, 2.400000
35.400000, 0.000000, 2.200000
50.400000, 0.000000, 1.000000
45.800000, 0.000000, 1.200000
41.600000, 1.400000, 1.800000
38.600000, 0.600000, -1.000000
43.200000, 0.000000, 1.000000
34.200000, 1.000000, 0.000000
34.800000, 0.000000, 1.000000
20.600000, 0.400000, 0.000000
22.200000, 1.000000, 1.000000
16.800000, 1.600000, 0.000000
17.800000, 0.000000, 0.400000
20.200000, 0.000000, 0.600000
23.600000, 0.000000, 0.000000
18.800000, 0.000000, 0.000000
10.400000, 0.000000, 0.000000
17.000000, 0.000000, 0.000000
10.200000, 0.000000, -0.400000
11.600000, 0.000000, -0.600000
8.800000, 0.000000, 0.000000
10.400000, 0.000000, 0.000000
8.800000, 0.000000, 0.000000
9.400000, 0.000000, 0.000000
12.200000, 0.000000, 0.000000
14.600000, 1.000000, -0.400000
7.150000, 0.000000, 0.650000
